,user_id,movie_id,rating,timestamp,age,gender,occupation
77,194,165,4,879546723,38.0,M,administrator
78,241,690,2,887249482,26.0,F,student
79,178,248,4,882823954,26.0,M,other
80,254,1444,3,886475558,44.0,M,educator
81,293,5,3,888906576,24.0,M,writer
82,127,229,5,884364867,33.0,M,none
83,225,237,5,879539643,51.0,F,administrator
84,299,229,3,878192429,29.0,M,doctor
85,225,480,5,879540748,51.0,F,administrator
86,276,54,3,874791025,21.0,M,student
87,291,144,5,874835091,19.0,M,student
88,222,366,4,878183381,29.0,M,programmer
89,267,518,5,878971773,23.0,M,engineer
90,42,403,3,881108684,30.0,M,administrator
91,11,111,4,891903862,39.0,F,other
92,95,625,4,888954412,31.0,M,administrator
93,8,338,4,879361873,36.0,M,administrator
94,162,25,4,877635573,25.0,M,artist
95,87,1016,4,879876194,47.0,M,administrator
96,279,154,5,875296291,33.0,M,programmer
97,145,275,2,885557505,31.0,M,entertainment
98,119,1153,5,874781198,32.0,M,programmer
99,62,498,4,879373848,27.0,F,administrator
100,62,382,3,879375537,27.0,F,administrator
101,28,209,4,881961214,32.0,M,writer
102,135,23,4,879857765,23.0,M,student
103,32,294,3,883709863,28.0,F,student
104,90,382,5,891383835,60.0,M,educator
105,286,208,4,877531942,27.0,M,student
106,293,685,3,888905170,24.0,M,writer
107,216,144,4,880234639,22.0,M,engineer
108,166,328,5,886397722,47.0,M,educator
109,250,496,4,878090499,29.0,M,executive
110,271,132,5,885848672,51.0,M,engineer
111,160,174,5,876860807,27.0,M,programmer
112,265,118,4,875320714,26.0,M,executive
113,198,498,3,884207492,21.0,F,student
114,42,96,5,881107178,30.0,M,administrator
115,168,151,5,884288058,48.0,M,other
116,110,307,4,886987260,19.0,M,student
117,58,144,4,884304936,27.0,M,programmer
118,90,648,4,891384754,60.0,M,educator
119,271,346,4,885844430,51.0,M,engineer
120,62,21,3,879373460,27.0,F,administrator
121,279,832,3,881375854,33.0,M,programmer
122,237,514,4,879376641,49.0,M,administrator
123,94,789,4,891720887,26.0,M,student
124,128,485,3,879966895,24.0,F,marketing
125,298,317,4,884182806,44.0,M,executive
126,44,195,5,878347874,26.0,M,technician
127,264,200,5,886122352,36.0,F,writer
128,194,385,2,879524643,38.0,M,administrator
129,72,195,5,880037702,48.0,F,administrator
130,222,750,5,883815120,29.0,M,programmer
131,250,264,3,878089182,29.0,M,executive
132,41,265,3,890687042,33.0,M,engineer
133,224,245,3,888082216,31.0,F,educator
134,82,135,3,878769629,50.0,M,programmer
135,262,1147,4,879791710,19.0,F,student
136,293,471,3,888904884,24.0,M,writer
137,216,658,3,880245029,22.0,M,engineer
138,250,140,3,878092059,29.0,M,executive
139,59,23,5,888205300,49.0,M,educator
140,286,379,5,877533771,27.0,M,student
141,244,815,4,880605185,28.0,M,technician
142,7,479,4,891352010,57.0,M,administrator
143,174,368,1,886434402,30.0,F,administrator
144,87,274,4,879876734,47.0,M,administrator
145,194,1211,2,879551380,38.0,M,administrator
146,82,1134,2,884714402,50.0,M,programmer
147,13,836,2,882139746,47.0,M,educator
148,13,272,4,884538403,47.0,M,educator
149,244,756,2,880605157,28.0,M,technician
150,305,427,5,886323090,23.0,M,programmer
151,95,787,2,888954930,31.0,M,administrator
152,43,14,2,883955745,29.0,F,librarian
153,299,955,4,889502823,29.0,M,doctor
154,57,419,3,883698454,16.0,M,none
155,84,405,3,883452363,32.0,M,executive
156,269,504,4,891449922,31.0,F,librarian
157,299,111,3,877878184,29.0,M,doctor
158,194,466,4,879525876,38.0,M,administrator
159,160,135,4,876860807,27.0,M,programmer
160,99,268,3,885678247,20.0,M,student
161,10,486,4,877886846,53.0,M,lawyer
162,259,117,4,874724988,21.0,M,student
163,85,427,3,879456350,51.0,M,educator
164,303,919,4,879467295,19.0,M,student
165,213,273,5,878870987,33.0,M,executive
166,121,514,3,891387947,54.0,M,librarian
167,90,98,5,891383204,60.0,M,educator
168,49,559,2,888067405,23.0,F,student
169,42,794,3,881108425,30.0,M,administrator
170,155,323,2,879371261,32.0,F,other
171,68,117,4,876973939,19.0,M,student
172,172,177,4,875537965,55.0,M,marketing
173,19,4,4,885412840,40.0,M,librarian
174,268,231,4,875744136,24.0,M,engineer
175,5,2,3,875636053,33.0,F,other
176,305,117,2,886324028,23.0,M,programmer
177,44,294,4,883612356,26.0,M,technician
178,43,137,4,875975656,29.0,F,librarian
179,279,1336,1,875298353,33.0,M,programmer
180,80,466,5,887401701,34.0,F,administrator
181,254,164,4,886472768,44.0,M,educator
182,298,281,3,884183336,44.0,M,executive
183,279,1240,1,892174404,33.0,M,programmer
184,66,298,4,883601324,23.0,M,student
185,18,443,3,880130193,35.0,F,other
186,268,1035,2,875542174,24.0,M,engineer
187,99,79,4,885680138,20.0,M,student
188,13,98,4,881515011,47.0,M,educator
189,26,258,3,891347949,49.0,M,engineer
190,7,455,4,891353086,57.0,M,administrator
191,222,755,4,878183481,29.0,M,programmer
192,200,673,5,884128554,40.0,M,programmer
193,119,328,4,876923913,32.0,M,programmer
194,213,172,5,878955442,33.0,M,executive
195,276,322,3,874786392,21.0,M,student
196,94,1217,3,891723086,26.0,M,student
197,130,379,4,875801662,20.0,M,none
198,38,328,4,892428688,28.0,F,other
199,160,719,3,876857977,27.0,M,programmer
200,293,1267,3,888906966,24.0,M,writer
201,26,930,2,891385985,49.0,M,engineer
202,130,216,4,875216545,20.0,M,none
203,92,1079,3,886443455,32.0,M,entertainment
204,256,452,4,882164999,35.0,F,none
205,1,61,4,878542420,24.0,M,technician
206,72,48,4,880036718,48.0,F,administrator
207,56,755,3,892910207,25.0,M,librarian
208,13,360,4,882140926,47.0,M,educator
209,15,405,2,879455957,49.0,F,educator
210,92,77,3,875654637,32.0,M,entertainment
211,207,476,2,884386343,39.0,M,marketing
212,292,174,5,881105481,35.0,F,programmer
213,232,483,5,888549622,45.0,M,scientist
214,251,748,2,886272175,28.0,M,doctor
215,224,26,3,888104153,31.0,F,educator
216,181,220,4,878962392,26.0,M,executive
217,259,255,4,874724710,21.0,M,student
218,305,471,4,886323648,23.0,M,programmer
219,52,280,3,882922806,18.0,F,student
220,161,202,5,891170769,50.0,M,lawyer
221,148,408,5,877399018,33.0,M,engineer
222,125,235,2,892838559,30.0,M,lawyer
223,97,228,5,884238860,43.0,M,artist
224,58,1098,4,884304936,27.0,M,programmer
225,83,234,4,887665548,40.0,M,other
226,90,347,4,891383319,60.0,M,educator
227,272,178,5,879455113,33.0,M,scientist
228,194,181,3,879521396,38.0,M,administrator
229,125,478,4,879454628,30.0,M,lawyer
230,110,688,1,886987605,19.0,M,student
231,299,14,4,877877775,29.0,M,doctor
232,151,10,5,879524921,38.0,F,administrator
233,269,127,4,891446165,31.0,F,librarian
234,6,14,5,883599249,42.0,M,executive
235,54,106,3,880937882,22.0,M,executive
236,303,69,5,879467542,19.0,M,student
237,16,944,1,877727122,21.0,M,entertainment
238,301,790,4,882078621,24.0,M,student
239,276,1091,3,874793035,21.0,M,student
240,305,214,2,886323068,23.0,M,programmer
241,194,1028,2,879541148,38.0,M,administrator
242,91,323,2,891438397,55.0,M,marketing
243,87,554,4,879875940,47.0,M,administrator
244,294,109,4,877819599,34.0,M,technician
245,286,171,4,877531791,27.0,M,student
246,200,318,5,884128458,40.0,M,programmer
247,229,328,1,891632142,29.0,F,librarian
248,178,568,4,882826555,26.0,M,other
249,303,842,2,879484804,19.0,M,student
250,62,65,4,879374686,27.0,F,administrator
251,207,591,3,876018608,39.0,M,marketing
252,92,172,4,875653271,32.0,M,entertainment
253,301,401,4,882078040,24.0,M,student
254,36,339,5,882157581,19.0,F,student
255,70,746,3,884150257,27.0,M,engineer
256,63,242,3,875747190,31.0,M,marketing
257,28,201,3,881961671,32.0,M,writer
258,279,68,4,875307407,33.0,M,programmer
259,250,7,4,878089716,29.0,M,executive
260,14,98,3,890881335,45.0,M,scientist
261,299,1018,3,889502324,29.0,M,doctor
262,194,54,3,879525876,38.0,M,administrator
263,303,815,3,879485532,19.0,M,student
264,119,237,5,874775038,32.0,M,programmer
265,295,218,5,879966498,31.0,M,educator
266,268,930,2,875742942,24.0,M,engineer
267,268,2,2,875744173,24.0,M,engineer
268,66,258,4,883601089,23.0,M,student
269,233,202,5,879394264,38.0,M,engineer
270,83,623,4,880308578,40.0,M,other
271,214,334,3,891542540,26.0,F,librarian
272,192,476,2,881368243,42.0,M,educator
273,100,344,4,891374868,36.0,M,executive
274,268,145,1,875744501,24.0,M,engineer
275,301,56,4,882076587,24.0,M,student
276,307,89,5,879283786,25.0,M,student
277,234,141,3,892334609,60.0,M,retired
278,83,576,4,880308755,40.0,M,other
279,181,264,2,878961624,26.0,M,executive
280,297,133,4,875240090,29.0,F,educator
281,38,153,5,892430369,28.0,F,other
282,7,382,4,891352093,57.0,M,administrator
283,264,813,4,886122952,36.0,F,writer
284,181,872,1,878961814,26.0,M,executive
285,201,146,1,884140579,27.0,M,writer
286,85,507,4,879456199,51.0,M,educator
287,269,367,3,891450023,31.0,F,librarian
288,59,468,3,888205855,49.0,M,educator
289,286,143,4,889651549,27.0,M,student
290,193,96,1,889124507,29.0,M,student
291,113,595,5,875936424,47.0,M,executive
292,292,11,5,881104093,35.0,F,programmer
293,130,1014,3,876250718,20.0,M,none
294,275,98,4,875155140,38.0,M,engineer
295,189,520,5,893265380,32.0,M,artist
296,219,82,1,889452455,32.0,M,programmer
297,218,209,5,877488546,37.0,M,administrator
298,123,427,3,879873020,48.0,F,artist
299,119,222,5,874775311,32.0,M,programmer
300,158,177,4,880134407,50.0,M,educator
301,222,118,4,877563802,29.0,M,programmer
302,302,322,2,879436875,42.0,M,educator
303,279,501,3,875308843,33.0,M,programmer
304,301,79,5,882076403,24.0,M,student
305,181,3,2,878963441,26.0,M,executive
306,201,695,1,884140115,27.0,M,writer
307,13,198,3,881515193,47.0,M,educator
308,1,189,3,888732928,24.0,M,technician
309,145,237,5,875270570,31.0,M,entertainment
310,23,385,4,874786462,30.0,F,artist
311,201,767,4,884114505,27.0,M,writer
312,296,705,5,884197193,43.0,F,administrator
313,42,546,3,881105817,30.0,M,administrator
314,33,872,3,891964230,23.0,M,student
315,301,554,3,882078830,24.0,M,student
316,16,64,5,877720297,21.0,M,entertainment
317,95,135,3,879197562,31.0,M,administrator
318,154,357,4,879138713,25.0,M,student
319,77,484,5,884733766,30.0,M,technician
320,296,508,5,884196584,43.0,F,administrator
321,302,303,2,879436785,42.0,M,educator
322,244,673,3,880606667,28.0,M,technician
323,222,77,4,878183616,29.0,M,programmer
324,13,215,5,882140588,47.0,M,educator
325,16,705,5,877722736,21.0,M,entertainment
326,270,452,4,876956264,18.0,F,student
327,145,15,2,875270655,31.0,M,entertainment
328,187,64,5,879465631,26.0,M,educator
329,200,304,5,876041644,40.0,M,programmer
330,170,749,5,887646170,53.0,F,healthcare
331,101,829,3,877136138,15.0,M,student
332,184,218,3,889909840,37.0,M,librarian
333,128,204,4,879967478,24.0,F,marketing
334,181,1295,1,878961781,26.0,M,executive
335,184,153,3,889911285,37.0,M,librarian
336,1,33,4,878542699,24.0,M,technician
337,1,160,4,875072547,24.0,M,technician
338,184,321,5,889906967,37.0,M,librarian
339,54,595,3,880937813,22.0,M,executive
340,94,343,4,891725009,26.0,M,student
341,128,508,4,879967767,24.0,F,marketing
342,23,323,2,874784266,30.0,F,artist
343,301,227,3,882077222,24.0,M,student
344,301,191,3,882075672,24.0,M,student
345,112,903,1,892440172,30.0,M,salesman
346,82,183,3,878769848,50.0,M,programmer
347,222,724,3,878181976,29.0,M,programmer
348,218,430,3,877488316,37.0,M,administrator
349,308,1197,4,887739521,60.0,M,retired
350,303,134,5,879467959,19.0,M,student
351,133,751,3,890588547,53.0,M,engineer
352,215,212,2,891435680,35.0,M,programmer
353,69,256,5,882126156,24.0,M,engineer
354,254,662,4,887347350,44.0,M,educator
355,276,2,4,874792436,21.0,M,student
356,104,984,1,888442575,27.0,M,student
357,63,1067,3,875747514,31.0,M,marketing
358,267,410,4,878970785,23.0,M,engineer
359,13,56,5,881515011,47.0,M,educator
360,240,879,3,885775745,23.0,F,educator
361,286,237,2,875806800,27.0,M,student
362,294,271,5,889241426,34.0,M,technician
363,90,1086,4,891384424,60.0,M,educator
364,18,26,4,880129731,35.0,F,other
365,92,229,3,875656201,32.0,M,entertainment
366,308,649,4,887739292,60.0,M,retired
367,144,89,3,888105691,53.0,M,programmer
368,191,302,4,891560253,33.0,M,administrator
369,59,951,3,888206409,49.0,M,educator
370,200,96,5,884129409,40.0,M,programmer
371,16,197,5,877726146,21.0,M,entertainment
372,61,678,3,892302309,36.0,M,engineer
373,271,199,4,885848448,51.0,M,engineer
374,271,709,3,885849325,51.0,M,engineer
375,142,169,5,888640356,13.0,M,other
376,275,597,3,876197678,38.0,M,engineer
377,222,151,3,878182109,29.0,M,programmer
378,87,40,3,879876917,47.0,M,administrator
379,207,258,4,877879172,39.0,M,marketing
380,272,1393,2,879454663,33.0,M,scientist
381,177,333,4,880130397,20.0,M,programmer
382,207,1115,2,879664906,39.0,M,marketing
383,299,577,3,889503806,29.0,M,doctor
384,271,378,4,885849447,51.0,M,engineer
385,305,425,4,886324486,23.0,M,programmer
386,49,959,2,888068912,23.0,F,student
387,94,1224,3,891722802,26.0,M,student
388,130,1017,3,874953895,20.0,M,none
389,10,175,3,877888677,53.0,M,lawyer
390,203,321,3,880433418,25.0,F,student
391,191,286,4,891560842,33.0,M,administrator
392,43,323,3,875975110,29.0,F,librarian
393,21,558,5,874951695,26.0,M,writer
394,197,96,5,891409839,55.0,M,technician
395,13,344,2,888073635,47.0,M,educator
396,194,66,3,879527264,38.0,M,administrator
397,234,206,4,892334543,60.0,M,retired
398,308,402,4,887740700,60.0,M,retired
399,308,640,4,887737036,60.0,M,retired
400,269,522,5,891447773,31.0,F,librarian
401,94,265,4,891721889,26.0,M,student
402,268,62,3,875310824,24.0,M,engineer
403,272,12,5,879455254,33.0,M,scientist
404,121,291,3,891390477,54.0,M,librarian
405,296,20,5,884196921,43.0,F,administrator
406,134,286,3,891732334,31.0,M,programmer
407,180,462,5,877544218,22.0,F,administrator
408,234,612,3,892079140,60.0,M,retired
409,104,117,2,888465972,27.0,M,student
410,38,758,1,892434626,28.0,F,other
411,269,845,1,891456255,31.0,F,librarian
412,7,163,4,891353444,57.0,M,administrator
413,234,1451,3,892078343,60.0,M,retired
414,275,405,2,876197645,38.0,M,engineer
415,52,250,3,882922661,18.0,F,student
416,102,823,3,888801465,38.0,M,programmer
417,13,186,4,890704999,47.0,M,educator
418,178,731,4,882827532,26.0,M,other
419,236,71,3,890116671,44.0,F,writer
420,256,781,5,882165296,35.0,F,none
421,263,176,5,891299752,41.0,M,programmer
422,244,186,3,880605697,28.0,M,technician
423,279,1181,4,875314001,33.0,M,programmer
424,43,815,4,883956189,29.0,F,librarian
425,83,78,2,880309089,40.0,M,other
426,151,197,5,879528710,38.0,F,administrator
427,254,436,2,886474216,44.0,M,educator
428,109,631,3,880579371,29.0,M,other
429,297,716,3,875239422,29.0,F,educator
430,249,188,4,879641067,25.0,M,student
431,144,699,4,888106106,53.0,M,programmer
432,301,604,4,882075994,24.0,M,student
433,64,392,3,889737542,32.0,M,educator
434,92,501,2,875653665,32.0,M,entertainment
435,222,97,4,878181739,29.0,M,programmer
436,268,436,3,875310745,24.0,M,engineer
437,293,135,5,888905550,24.0,M,writer
438,213,173,5,878955442,33.0,M,executive
439,160,460,2,876861185,27.0,M,programmer
440,13,498,4,882139901,47.0,M,educator
441,59,715,5,888205921,49.0,M,educator
442,5,17,4,875636198,33.0,F,other
443,125,163,5,879454956,30.0,M,lawyer
444,174,315,5,886432749,30.0,F,administrator
445,114,505,3,881260203,27.0,M,programmer
446,213,515,4,878870518,33.0,M,executive
447,23,196,2,874786926,30.0,F,artist
448,128,15,4,879968827,24.0,F,marketing
449,239,56,4,889179478,39.0,M,artist
450,181,279,1,878962955,26.0,M,executive
451,291,80,4,875086354,19.0,M,student
452,250,238,4,878089963,29.0,M,executive
453,201,649,3,884114275,27.0,M,writer
454,60,60,5,883327734,50.0,M,healthcare
455,181,325,2,878961814,26.0,M,executive
456,119,407,3,887038665,32.0,M,programmer
457,287,1,5,875334088,21.0,M,salesman
458,216,228,3,880245642,22.0,M,engineer
459,216,531,4,880233810,22.0,M,engineer
460,203,471,4,880434463,25.0,F,student
461,92,587,3,875660408,32.0,M,entertainment
462,13,892,3,882774224,47.0,M,educator
463,213,176,4,878956338,33.0,M,executive
464,286,288,5,875806672,27.0,M,student
465,117,1047,2,881009697,20.0,M,student
466,99,111,1,885678886,20.0,M,student
467,11,558,3,891904214,39.0,F,other
468,65,47,2,879216672,51.0,F,educator
469,295,194,4,879517412,31.0,M,educator
470,269,217,2,891451610,31.0,F,librarian
471,85,259,2,881705026,51.0,M,educator
472,250,596,5,878089921,29.0,M,executive
473,137,144,5,881433689,50.0,M,educator
474,201,960,2,884112077,27.0,M,writer
475,257,137,4,882049932,17.0,M,student
476,111,328,4,891679939,57.0,M,engineer
477,91,480,4,891438875,55.0,M,marketing
478,215,211,4,891436202,35.0,M,programmer
479,181,938,1,878961586,26.0,M,executive
480,189,1060,5,893264301,32.0,M,artist
481,1,20,4,887431883,24.0,M,technician
482,303,404,4,879468375,19.0,M,student
483,299,305,3,879737314,29.0,M,doctor
484,187,210,4,879465242,26.0,M,educator
485,222,278,2,877563913,29.0,M,programmer
486,214,568,4,892668197,26.0,F,librarian
487,293,770,3,888906655,24.0,M,writer
488,285,191,4,890595859,25.0,M,programmer
489,303,252,3,879544791,19.0,M,student
490,96,156,4,884402860,25.0,F,artist
491,72,1110,3,880037334,48.0,F,administrator
492,115,1067,4,881171009,31.0,M,engineer
493,7,430,3,891352178,57.0,M,administrator
494,116,350,3,886977926,40.0,M,healthcare
495,73,480,4,888625753,24.0,M,student
496,269,246,5,891457067,31.0,F,librarian
497,263,419,5,891299514,41.0,M,programmer
498,70,431,3,884150257,27.0,M,engineer
499,221,475,4,875244204,19.0,M,student
500,72,182,5,880036515,48.0,F,administrator
501,25,357,4,885852757,39.0,M,engineer
502,290,50,5,880473582,40.0,M,engineer
503,189,526,4,893266205,32.0,M,artist
504,299,303,3,877618584,29.0,M,doctor
505,264,294,3,886121516,36.0,F,writer
506,200,365,5,884129962,40.0,M,programmer
507,187,135,4,879465653,26.0,M,educator
508,184,187,4,889909024,37.0,M,librarian
509,63,289,2,875746985,31.0,M,marketing
510,13,229,4,882397650,47.0,M,educator
511,298,486,3,884183063,44.0,M,executive
512,235,185,4,889655435,37.0,M,educator
513,62,712,4,879376178,27.0,F,administrator
514,246,94,2,884923505,19.0,M,student
515,54,742,5,880934806,22.0,M,executive
516,63,762,3,875747688,31.0,M,marketing
517,11,732,3,891904596,39.0,F,other
518,92,168,4,875653723,32.0,M,entertainment
519,8,550,3,879362356,36.0,M,administrator
520,307,174,4,879283480,25.0,M,student
521,303,200,4,879468459,19.0,M,student
522,256,849,2,882164603,35.0,F,none
523,72,54,3,880036854,48.0,F,administrator
524,164,406,2,889402389,47.0,M,healthcare
525,117,150,4,880125101,20.0,M,student
526,224,77,4,888103872,31.0,F,educator
527,193,869,3,889127811,29.0,M,student
528,94,184,2,891720862,26.0,M,student
529,281,338,2,881200457,15.0,F,student
530,130,109,3,874953794,20.0,M,none
531,128,371,1,879966954,24.0,F,marketing
532,94,720,1,891723593,26.0,M,student
533,182,845,3,885613067,36.0,M,programmer
534,129,873,1,883245452,36.0,F,marketing
535,254,229,4,886474580,44.0,M,educator
536,64,381,4,879365491,32.0,M,educator
537,151,176,2,879524293,38.0,F,administrator
538,45,25,4,881014015,29.0,M,programmer
539,193,879,3,889123257,29.0,M,student
540,276,922,4,889174849,21.0,M,student
541,276,57,3,874787526,21.0,M,student
542,234,187,4,892079140,60.0,M,retired
543,181,306,1,878962006,26.0,M,executive
544,21,370,1,874951293,26.0,M,writer
545,293,249,3,888905229,24.0,M,writer
546,264,721,5,886123656,36.0,F,writer
547,10,611,5,877886722,53.0,M,lawyer
548,197,346,3,891409070,55.0,M,technician
549,276,142,3,874792945,21.0,M,student
550,308,427,4,887736584,60.0,M,retired
551,221,943,4,875246759,19.0,M,student
552,131,126,4,883681514,59.0,F,administrator
553,268,824,2,876518557,24.0,M,engineer
554,109,8,3,880572642,29.0,M,other
555,198,58,3,884208173,21.0,F,student
556,230,680,4,880484286,28.0,F,student
557,181,741,1,878962918,26.0,M,executive
558,192,1061,4,881368891,42.0,M,educator
559,234,448,3,892335501,60.0,M,retired
560,90,900,4,891382309,60.0,M,educator
561,193,941,4,889124890,29.0,M,student
562,128,603,5,879966839,24.0,F,marketing
563,126,905,2,887855283,28.0,F,lawyer
564,244,265,4,880606634,28.0,M,technician
565,90,289,3,891382310,60.0,M,educator
566,157,25,3,886890787,57.0,M,engineer
567,305,71,3,886323684,23.0,M,programmer
568,119,382,5,874781742,32.0,M,programmer
569,21,222,2,874951382,26.0,M,writer
570,231,181,4,888605273,48.0,M,librarian
571,280,508,3,891700453,30.0,F,librarian
572,288,132,3,886374129,34.0,M,marketing
573,279,1497,2,890780576,33.0,M,programmer
574,301,33,4,882078228,24.0,M,student
575,72,699,3,880036783,48.0,F,administrator
576,90,259,2,891382392,60.0,M,educator
577,308,55,3,887738760,60.0,M,retired
578,59,742,3,888203053,49.0,M,educator
579,94,744,4,891721462,26.0,M,student
580,130,642,4,875216933,20.0,M,none
581,26,1015,3,891352136,49.0,M,engineer
582,56,121,5,892679480,25.0,M,librarian
583,82,508,2,884714249,50.0,M,programmer
584,62,12,4,879373613,27.0,F,administrator
585,276,40,3,874791871,21.0,M,student
586,181,1015,1,878963121,26.0,M,executive
587,152,301,3,880147407,33.0,F,educator
588,178,845,4,882824291,26.0,M,other
589,217,597,4,889070087,22.0,M,other
590,79,303,4,891271203,39.0,F,administrator
591,138,484,4,879024127,46.0,M,doctor
592,308,81,5,887737293,60.0,M,retired
593,75,284,2,884050393,24.0,M,entertainment
594,269,198,4,891447062,31.0,F,librarian
595,307,94,3,877122695,25.0,M,student
596,222,781,3,881059677,29.0,M,programmer
597,121,740,3,891390544,54.0,M,librarian
598,269,22,1,891448072,31.0,F,librarian
599,13,864,4,882141924,47.0,M,educator
600,230,742,5,880485043,28.0,F,student
601,269,507,4,891448800,31.0,F,librarian
602,239,1099,5,889179253,39.0,M,artist
603,245,1028,5,888513447,22.0,M,student
604,56,546,3,892679460,25.0,M,librarian
605,295,961,5,879519556,31.0,M,educator
606,271,1028,2,885848102,51.0,M,engineer
607,222,812,2,881059117,29.0,M,programmer
608,69,240,3,882126156,24.0,M,engineer
609,10,7,4,877892210,53.0,M,lawyer
610,22,376,3,878887112,25.0,M,writer
611,294,931,3,889242857,34.0,M,technician
612,82,717,1,884714492,50.0,M,programmer
613,279,399,4,875313859,33.0,M,programmer
614,269,234,1,891449406,31.0,F,librarian
615,6,98,5,883600680,42.0,M,executive
616,243,1039,4,879988184,33.0,M,educator
617,298,181,4,884125629,44.0,M,executive
618,282,325,1,881703044,22.0,M,administrator
619,78,323,1,879633567,26.0,M,administrator
620,118,200,5,875384647,21.0,M,administrator
621,283,1114,5,879297545,28.0,M,programmer
622,171,292,4,891034835,48.0,F,educator
623,70,217,4,884151119,27.0,M,engineer
624,10,100,5,877891747,53.0,M,lawyer
625,245,181,4,888513664,22.0,M,student
626,107,333,3,891264267,39.0,M,scientist
627,246,561,1,884923445,19.0,M,student
628,13,901,1,883670672,47.0,M,educator
629,276,70,4,874790826,21.0,M,student
630,244,17,2,880607205,28.0,M,technician
631,189,56,5,893265263,32.0,M,artist
632,226,242,5,883888671,28.0,M,student
633,62,1016,4,879373008,27.0,F,administrator
634,276,417,4,874792907,21.0,M,student
635,214,478,4,891544052,26.0,F,librarian
636,306,235,4,876504354,45.0,M,other
637,222,26,3,878183043,29.0,M,programmer
638,280,631,5,891700751,30.0,F,librarian
639,60,430,5,883326122,50.0,M,healthcare
640,56,71,4,892683275,25.0,M,librarian
641,42,274,5,881105817,30.0,M,administrator
642,1,202,5,875072442,24.0,M,technician
643,13,809,4,882397582,47.0,M,educator
644,173,289,4,877556988,56.0,M,other
645,15,749,1,879455311,49.0,F,educator
646,185,23,4,883524249,53.0,F,librarian
647,280,540,3,891702304,30.0,F,librarian
648,244,381,4,880604077,28.0,M,technician
649,150,293,4,878746946,20.0,F,artist
650,7,497,4,891352134,57.0,M,administrator
651,178,317,4,882826915,26.0,M,other
652,178,742,3,882823833,26.0,M,other
